t,Ek,Ep,Ec
0.997,5.5395e-09,2.22155e-09,7.76105e-09
0.998,5.54667e-09,2.21468e-09,7.76134e-09
0.999,5.55382e-09,2.20781e-09,7.76164e-09
1,5.56097e-09,2.20096e-09,7.76193e-09
1.001,5.56811e-09,2.1941e-09,7.76222e-09
1.002,5.57525e-09,2.18726e-09,7.76251e-09
1.003,5.58238e-09,2.18042e-09,7.7628e-09
1.004,5.5895e-09,2.17359e-09,7.76309e-09
1.005,5.59662e-09,2.16676e-09,7.76338e-09
1.006,5.60372e-09,2.15994e-09,7.76367e-09
1.007,5.61083e-09,2.15313e-09,7.76396e-09
1.008,5.61792e-09,2.14632e-09,7.76425e-09
1.009,5.62501e-09,2.13952e-09,7.76453e-09
1.01,5.63209e-09,2.13273e-09,7.76482e-09
1.011,5.63917e-09,2.12594e-09,7.76511e-09
1.012,5.64624e-09,2.11916e-09,7.7654e-09
1.013,5.6533e-09,2.11239e-09,7.76569e-09
1.014,5.66036e-09,2.10562e-09,7.76597e-09
1.015,5.6674e-09,2.09886e-09,7.76626e-09
1.016,5.67444e-09,2.0921e-09,7.76655e-09
1.017,5.68148e-09,2.08536e-09,7.76683e-09
1.018,5.6885e-09,2.07861e-09,7.76712e-09
1.019,5.69552e-09,2.07188e-09,7.76741e-09
1.02,5.70254e-09,2.06515e-09,7.76769e-09
1.021,5.70954e-09,2.05843e-09,7.76798e-09
1.022,5.71654e-09,2.05172e-09,7.76826e-09
1.023,5.72353e-09,2.04501e-09,7.76855e-09
1.024,5.73052e-09,2.03831e-09,7.76883e-09
1.025,5.7375e-09,2.03162e-09,7.76912e-09
1.026,5.74447e-09,2.02493e-09,7.7694e-09
1.027,5.75143e-09,2.01826e-09,7.76968e-09
1.028,5.75838e-09,2.01158e-09,7.76997e-09
1.029,5.76533e-09,2.00492e-09,7.77025e-09
1.03,5.77227e-09,1.99826e-09,7.77053e-09
1.031,5.77921e-09,1.99161e-09,7.77082e-09
1.032,5.78613e-09,1.98497e-09,7.7711e-09
1.033,5.79305e-09,1.97833e-09,7.77138e-09
1.034,5.79996e-09,1.9717e-09,7.77166e-09
1.035,5.80686e-09,1.96508e-09,7.77194e-09
1.036,5.81376e-09,1.95846e-09,7.77222e-09
1.037,5.82065e-09,1.95186e-09,7.77251e-09
1.038,5.82753e-09,1.94526e-09,7.77279e-09
1.039,5.8344e-09,1.93866e-09,7.77307e-09
1.04,5.84127e-09,1.93208e-09,7.77335e-09
1.041,5.84813e-09,1.9255e-09,7.77363e-09
1.042,5.85498e-09,1.91893e-09,7.77391e-09
1.043,5.86182e-09,1.91236e-09,7.77418e-09
1.044,5.86866e-09,1.90581e-09,7.77446e-09
1.045,5.87548e-09,1.89926e-09,7.77474e-09
1.046,5.8823e-09,1.89272e-09,7.77502e-09
1.047,5.88911e-09,1.88618e-09,7.7753e-09
1.048,5.89592e-09,1.87966e-09,7.77557e-09
1.049,5.90271e-09,1.87314e-09,7.77585e-09
1.05,5.9095e-09,1.86663e-09,7.77613e-09
1.051,5.91628e-09,1.86012e-09,7.77641e-09
1.052,5.92305e-09,1.85363e-09,7.77668e-09
1.053,5.92982e-09,1.84714e-09,7.77696e-09
1.054,5.93658e-09,1.84066e-09,7.77723e-09
1.055,5.94332e-09,1.83419e-09,7.77751e-09
1.056,5.95006e-09,1.82772e-09,7.77778e-09
1.057,5.9568e-09,1.82126e-09,7.77806e-09
1.058,5.96352e-09,1.81481e-09,7.77833e-09
1.059,5.97024e-09,1.80837e-09,7.77861e-09
1.06,5.97694e-09,1.80194e-09,7.77888e-09
1.061,5.98364e-09,1.79551e-09,7.77915e-09
1.062,5.99033e-09,1.78909e-09,7.77943e-09
1.063,5.99702e-09,1.78268e-09,7.7797e-09
1.064,6.00369e-09,1.77628e-09,7.77997e-09
1.065,6.01036e-09,1.76989e-09,7.78025e-09
1.066,6.01702e-09,1.7635e-09,7.78052e-09
1.067,6.02367e-09,1.75712e-09,7.78079e-09
1.068,6.03031e-09,1.75075e-09,7.78106e-09
1.069,6.03694e-09,1.74439e-09,7.78133e-09
1.07,6.04357e-09,1.73803e-09,7.7816e-09
1.071,6.05018e-09,1.73169e-09,7.78187e-09
1.072,6.05679e-09,1.72535e-09,7.78214e-09
1.073,6.06339e-09,1.71902e-09,7.78241e-09
1.074,6.06998e-09,1.7127e-09,7.78268e-09
1.075,6.07656e-09,1.70639e-09,7.78295e-09
1.076,6.08314e-09,1.70008e-09,7.78322e-09
1.077,6.0897e-09,1.69378e-09,7.78349e-09
1.078,6.09626e-09,1.6875e-09,7.78375e-09
1.079,6.1028e-09,1.68122e-09,7.78402e-09
1.08,6.10934e-09,1.67494e-09,7.78429e-09
1.081,6.11587e-09,1.66868e-09,7.78455e-09
1.082,6.1224e-09,1.66243e-09,7.78482e-09
1.083,6.12891e-09,1.65618e-09,7.78509e-09
1.084,6.13541e-09,1.64994e-09,7.78535e-09
1.085,6.14191e-09,1.64371e-09,7.78562e-09
1.086,6.14839e-09,1.63749e-09,7.78588e-09
1.087,6.15487e-09,1.63128e-09,7.78615e-09
1.088,6.16134e-09,1.62507e-09,7.78641e-09
1.089,6.1678e-09,1.61888e-09,7.78668e-09
1.09,6.17425e-09,1.61269e-09,7.78694e-09
1.091,6.18069e-09,1.60651e-09,7.7872e-09
1.092,6.18712e-09,1.60034e-09,7.78747e-09
1.093,6.19355e-09,1.59418e-09,7.78773e-09
1.094,6.19996e-09,1.58803e-09,7.78799e-09
1.095,6.20637e-09,1.58189e-09,7.78825e-09
1.096,6.21276e-09,1.57575e-09,7.78852e-09
1.097,6.21915e-09,1.56963e-09,7.78878e-09
1.098,6.22553e-09,1.56351e-09,7.78904e-09
1.099,6.2319e-09,1.5574e-09,7.7893e-09
1.1,6.23826e-09,1.5513e-09,7.78956e-09
1.101,6.24461e-09,1.54521e-09,7.78982e-09
1.102,6.25095e-09,1.53913e-09,7.79008e-09
1.103,6.25728e-09,1.53306e-09,7.79034e-09
1.104,6.2636e-09,1.52699e-09,7.79059e-09
1.105,6.26992e-09,1.52094e-09,7.79085e-09
1.106,6.27622e-09,1.51489e-09,7.79111e-09
1.107,6.28252e-09,1.50885e-09,7.79137e-09
1.108,6.2888e-09,1.50283e-09,7.79163e-09
1.109,6.29508e-09,1.49681e-09,7.79188e-09
1.11,6.30134e-09,1.4908e-09,7.79214e-09
1.111,6.3076e-09,1.4848e-09,7.79239e-09
1.112,6.31385e-09,1.4788e-09,7.79265e-09
1.113,6.32008e-09,1.47282e-09,7.79291e-09
1.114,6.32631e-09,1.46685e-09,7.79316e-09
1.115,6.33253e-09,1.46089e-09,7.79342e-09
1.116,6.33874e-09,1.45493e-09,7.79367e-09
1.117,6.34494e-09,1.44898e-09,7.79392e-09
1.118,6.35113e-09,1.44305e-09,7.79418e-09
1.119,6.35731e-09,1.43712e-09,7.79443e-09
1.12,6.36348e-09,1.4312e-09,7.79468e-09
1.121,6.36964e-09,1.4253e-09,7.79493e-09
1.122,6.37579e-09,1.4194e-09,7.79519e-09
1.123,6.38193e-09,1.41351e-09,7.79544e-09
1.124,6.38806e-09,1.40763e-09,7.79569e-09
1.125,6.39418e-09,1.40176e-09,7.79594e-09
1.126,6.40029e-09,1.3959e-09,7.79619e-09
1.127,6.4064e-09,1.39004e-09,7.79644e-09
1.128,6.41249e-09,1.3842e-09,7.79669e-09
1.129,6.41857e-09,1.37837e-09,7.79694e-09
1.13,6.42464e-09,1.37255e-09,7.79719e-09
1.131,6.4307e-09,1.36673e-09,7.79744e-09
1.132,6.43676e-09,1.36093e-09,7.79768e-09
1.133,6.4428e-09,1.35514e-09,7.79793e-09
1.134,6.44883e-09,1.34935e-09,7.79818e-09
1.135,6.45485e-09,1.34358e-09,7.79843e-09
1.136,6.46086e-09,1.33781e-09,7.79867e-09
1.137,6.46686e-09,1.33206e-09,7.79892e-09
1.138,6.47285e-09,1.32631e-09,7.79916e-09
1.139,6.47884e-09,1.32057e-09,7.79941e-09
1.14,6.48481e-09,1.31485e-09,7.79965e-09
1.141,6.49077e-09,1.30913e-09,7.7999e-09
1.142,6.49672e-09,1.30342e-09,7.80014e-09
1.143,6.50266e-09,1.29773e-09,7.80039e-09
1.144,6.50859e-09,1.29204e-09,7.80063e-09
1.145,6.51451e-09,1.28636e-09,7.80087e-09
1.146,6.52042e-09,1.2807e-09,7.80111e-09
1.147,6.52632e-09,1.27504e-09,7.80136e-09
1.148,6.5322e-09,1.26939e-09,7.8016e-09
1.149,6.53808e-09,1.26376e-09,7.80184e-09
1.15,6.54395e-09,1.25813e-09,7.80208e-09
1.151,6.54981e-09,1.25251e-09,7.80232e-09
1.152,6.55565e-09,1.24691e-09,7.80256e-09
1.153,6.56149e-09,1.24131e-09,7.8028e-09
1.154,6.56732e-09,1.23572e-09,7.80304e-09
1.155,6.57313e-09,1.23015e-09,7.80328e-09
1.156,6.57894e-09,1.22458e-09,7.80352e-09
1.157,6.58473e-09,1.21902e-09,7.80375e-09
1.158,6.59051e-09,1.21348e-09,7.80399e-09
1.159,6.59629e-09,1.20794e-09,7.80423e-09
1.16,6.60205e-09,1.20242e-09,7.80447e-09
1.161,6.6078e-09,1.1969e-09,7.8047e-09
1.162,6.61354e-09,1.1914e-09,7.80494e-09
1.163,6.61927e-09,1.1859e-09,7.80517e-09
1.164,6.62499e-09,1.18042e-09,7.80541e-09
1.165,6.6307e-09,1.17494e-09,7.80564e-09
1.166,6.6364e-09,1.16948e-09,7.80588e-09
1.167,6.64208e-09,1.16403e-09,7.80611e-09
1.168,6.64776e-09,1.15858e-09,7.80634e-09
1.169,6.65342e-09,1.15315e-09,7.80658e-09
1.17,6.65908e-09,1.14773e-09,7.80681e-09
1.171,6.66472e-09,1.14232e-09,7.80704e-09
1.172,6.67035e-09,1.13692e-09,7.80727e-09
1.173,6.67598e-09,1.13153e-09,7.8075e-09
1.174,6.68159e-09,1.12615e-09,7.80773e-09
1.175,6.68719e-09,1.12078e-09,7.80796e-09
1.176,6.69277e-09,1.11542e-09,7.80819e-09
1.177,6.69835e-09,1.11007e-09,7.80842e-09
1.178,6.70392e-09,1.10473e-09,7.80865e-09
1.179,6.70947e-09,1.09941e-09,7.80888e-09
1.18,6.71502e-09,1.09409e-09,7.80911e-09
1.181,6.72055e-09,1.08879e-09,7.80933e-09
1.182,6.72607e-09,1.08349e-09,7.80956e-09
1.183,6.73158e-09,1.07821e-09,7.80979e-09
1.184,6.73708e-09,1.07293e-09,7.81001e-09
1.185,6.74257e-09,1.06767e-09,7.81024e-09
1.186,6.74805e-09,1.06242e-09,7.81047e-09
1.187,6.75351e-09,1.05718e-09,7.81069e-09
1.188,6.75897e-09,1.05195e-09,7.81092e-09
1.189,6.76441e-09,1.04673e-09,7.81114e-09
1.19,6.76984e-09,1.04152e-09,7.81136e-09
1.191,6.77526e-09,1.03632e-09,7.81159e-09
1.192,6.78067e-09,1.03114e-09,7.81181e-09
1.193,6.78607e-09,1.02596e-09,7.81203e-09
1.194,6.79145e-09,1.0208e-09,7.81225e-09
1.195,6.79683e-09,1.01565e-09,7.81247e-09
1.196,6.80219e-09,1.0105e-09,7.81269e-09
1.197,6.80754e-09,1.00537e-09,7.81291e-09
1.198,6.81288e-09,1.00025e-09,7.81313e-09
1.199,6.81821e-09,9.95142e-10,7.81335e-09
1.2,6.82353e-09,9.90044e-10,7.81357e-09
1.201,6.82883e-09,9.84957e-10,7.81379e-09
1.202,6.83413e-09,9.79881e-10,7.81401e-09
1.203,6.83941e-09,9.74817e-10,7.81423e-09
1.204,6.84468e-09,9.69763e-10,7.81444e-09
1.205,6.84994e-09,9.64721e-10,7.81466e-09
1.206,6.85519e-09,9.5969e-10,7.81488e-09
1.207,6.86042e-09,9.5467e-10,7.81509e-09
1.208,6.86565e-09,9.49661e-10,7.81531e-09
1.209,6.87086e-09,9.44664e-10,7.81552e-09
1.21,6.87606e-09,9.39678e-10,7.81574e-09
1.211,6.88125e-09,9.34703e-10,7.81595e-09
1.212,6.88643e-09,9.2974e-10,7.81617e-09
1.213,6.89159e-09,9.24788e-10,7.81638e-09
1.214,6.89674e-09,9.19847e-10,7.81659e-09
1.215,6.90189e-09,9.14918e-10,7.8168e-09
1.216,6.90701e-09,9.1e-10,7.81701e-09
1.217,6.91213e-09,9.05094e-10,7.81723e-09
1.218,6.91724e-09,9.00199e-10,7.81744e-09
1.219,6.92233e-09,8.95315e-10,7.81765e-09
1.22,6.92741e-09,8.90443e-10,7.81786e-09
1.221,6.93248e-09,8.85583e-10,7.81807e-09
1.222,6.93754e-09,8.80734e-10,7.81827e-09
1.223,6.94259e-09,8.75896e-10,7.81848e-09
1.224,6.94762e-09,8.71071e-10,7.81869e-09
1.225,6.95264e-09,8.66256e-10,7.8189e-09
1.226,6.95765e-09,8.61454e-10,7.8191e-09
1.227,6.96265e-09,8.56663e-10,7.81931e-09
1.228,6.96763e-09,8.51884e-10,7.81952e-09
1.229,6.97261e-09,8.47116e-10,7.81972e-09
1.23,6.97757e-09,8.4236e-10,7.81993e-09
1.231,6.98252e-09,8.37616e-10,7.82013e-09
1.232,6.98745e-09,8.32883e-10,7.82034e-09
1.233,6.99238e-09,8.28162e-10,7.82054e-09
1.234,6.99729e-09,8.23453e-10,7.82074e-09
1.235,7.00219e-09,8.18756e-10,7.82094e-09
1.236,7.00708e-09,8.14071e-10,7.82115e-09
1.237,7.01195e-09,8.09397e-10,7.82135e-09
1.238,7.01681e-09,8.04735e-10,7.82155e-09
1.239,7.02166e-09,8.00085e-10,7.82175e-09
1.24,7.0265e-09,7.95447e-10,7.82195e-09
1.241,7.03133e-09,7.90821e-10,7.82215e-09
1.242,7.03614e-09,7.86207e-10,7.82235e-09
1.243,7.04094e-09,7.81605e-10,7.82255e-09
1.244,7.04573e-09,7.77014e-10,7.82275e-09
1.245,7.05051e-09,7.72436e-10,7.82294e-09
1.246,7.05527e-09,7.67869e-10,7.82314e-09
1.247,7.06002e-09,7.63315e-10,7.82334e-09
1.248,7.06476e-09,7.58773e-10,7.82353e-09
1.249,7.06949e-09,7.54242e-10,7.82373e-09
1.25,7.0742e-09,7.49724e-10,7.82392e-09
1.251,7.0789e-09,7.45218e-10,7.82412e-09
1.252,7.08359e-09,7.40724e-10,7.82431e-09
1.253,7.08826e-09,7.36242e-10,7.82451e-09
1.254,7.09293e-09,7.31772e-10,7.8247e-09
1.255,7.09758e-09,7.27314e-10,7.82489e-09
1.256,7.10222e-09,7.22869e-10,7.82508e-09
1.257,7.10684e-09,7.18435e-10,7.82528e-09
1.258,7.11145e-09,7.14014e-10,7.82547e-09
1.259,7.11605e-09,7.09605e-10,7.82566e-09
1.26,7.12064e-09,7.05208e-10,7.82585e-09
1.261,7.12521e-09,7.00824e-10,7.82604e-09
1.262,7.12977e-09,6.96452e-10,7.82623e-09
1.263,7.13432e-09,6.92092e-10,7.82641e-09
1.264,7.13886e-09,6.87744e-10,7.8266e-09
1.265,7.14338e-09,6.83409e-10,7.82679e-09
1.266,7.14789e-09,6.79086e-10,7.82698e-09
1.267,7.15239e-09,6.74776e-10,7.82716e-09
1.268,7.15687e-09,6.70478e-10,7.82735e-09
1.269,7.16134e-09,6.66192e-10,7.82754e-09
1.27,7.1658e-09,6.61918e-10,7.82772e-09
1.271,7.17025e-09,6.57657e-10,7.82791e-09
1.272,7.17468e-09,6.53409e-10,7.82809e-09
1.273,7.1791e-09,6.49173e-10,7.82827e-09
1.274,7.18351e-09,6.44949e-10,7.82846e-09
1.275,7.1879e-09,6.40738e-10,7.82864e-09
1.276,7.19228e-09,6.3654e-10,7.82882e-09
1.277,7.19665e-09,6.32354e-10,7.829e-09
1.278,7.201e-09,6.2818e-10,7.82918e-09
1.279,7.20534e-09,6.24019e-10,7.82936e-09
1.28,7.20967e-09,6.19871e-10,7.82954e-09
1.281,7.21399e-09,6.15735e-10,7.82972e-09
1.282,7.21829e-09,6.11612e-10,7.8299e-09
1.283,7.22258e-09,6.07502e-10,7.83008e-09
1.284,7.22685e-09,6.03404e-10,7.83026e-09
1.285,7.23112e-09,5.99319e-10,7.83043e-09
1.286,7.23536e-09,5.95246e-10,7.83061e-09
1.287,7.2396e-09,5.91187e-10,7.83079e-09
1.288,7.24382e-09,5.8714e-10,7.83096e-09
1.289,7.24803e-09,5.83105e-10,7.83114e-09
1.29,7.25223e-09,5.79084e-10,7.83131e-09
1.291,7.25641e-09,5.75075e-10,7.83149e-09
1.292,7.26058e-09,5.71079e-10,7.83166e-09
1.293,7.26474e-09,5.67095e-10,7.83183e-09
1.294,7.26888e-09,5.63125e-10,7.83201e-09
1.295,7.27301e-09,5.59167e-10,7.83218e-09
1.296,7.27713e-09,5.55223e-10,7.83235e-09
1.297,7.28123e-09,5.51291e-10,7.83252e-09
1.298,7.28532e-09,5.47372e-10,7.83269e-09
1.299,7.2894e-09,5.43465e-10,7.83286e-09
1.3,7.29346e-09,5.39572e-10,7.83303e-09
1.301,7.29751e-09,5.35692e-10,7.8332e-09
1.302,7.30154e-09,5.31824e-10,7.83337e-09
1.303,7.30557e-09,5.2797e-10,7.83354e-09
1.304,7.30957e-09,5.24128e-10,7.8337e-09
1.305,7.31357e-09,5.203e-10,7.83387e-09
1.306,7.31755e-09,5.16484e-10,7.83404e-09
1.307,7.32152e-09,5.12682e-10,7.8342e-09
1.308,7.32547e-09,5.08892e-10,7.83437e-09
1.309,7.32941e-09,5.05116e-10,7.83453e-09
1.31,7.33334e-09,5.01352e-10,7.83469e-09
1.311,7.33726e-09,4.97602e-10,7.83486e-09
1.312,7.34116e-09,4.93865e-10,7.83502e-09
1.313,7.34504e-09,4.90141e-10,7.83518e-09
1.314,7.34892e-09,4.8643e-10,7.83534e-09
1.315,7.35277e-09,4.82732e-10,7.83551e-09
1.316,7.35662e-09,4.79047e-10,7.83567e-09
1.317,7.36045e-09,4.75375e-10,7.83583e-09
1.318,7.36427e-09,4.71717e-10,7.83599e-09
1.319,7.36807e-09,4.68072e-10,7.83615e-09
1.32,7.37186e-09,4.6444e-10,7.8363e-09
1.321,7.37564e-09,4.60821e-10,7.83646e-09
1.322,7.3794e-09,4.57215e-10,7.83662e-09
1.323,7.38315e-09,4.53623e-10,7.83678e-09
1.324,7.38689e-09,4.50044e-10,7.83693e-09
1.325,7.39061e-09,4.46478e-10,7.83709e-09
1.326,7.39432e-09,4.42926e-10,7.83724e-09
1.327,7.39801e-09,4.39387e-10,7.8374e-09
1.328,7.40169e-09,4.35861e-10,7.83755e-09
1.329,7.40536e-09,4.32348e-10,7.83771e-09
1.33,7.40901e-09,4.28849e-10,7.83786e-09
1.331,7.41265e-09,4.25363e-10,7.83801e-09
1.332,7.41627e-09,4.21891e-10,7.83816e-09
1.333,7.41988e-09,4.18432e-10,7.83832e-09
1.334,7.42348e-09,4.14986e-10,7.83847e-09
1.335,7.42706e-09,4.11554e-10,7.83862e-09
1.336,7.43063e-09,4.08135e-10,7.83877e-09
1.337,7.43419e-09,4.0473e-10,7.83892e-09
1.338,7.43773e-09,4.01338e-10,7.83906e-09
1.339,7.44125e-09,3.9796e-10,7.83921e-09
1.34,7.44476e-09,3.94595e-10,7.83936e-09
1.341,7.44826e-09,3.91243e-10,7.83951e-09
1.342,7.45175e-09,3.87905e-10,7.83965e-09
1.343,7.45522e-09,3.84581e-10,7.8398e-09
1.344,7.45867e-09,3.8127e-10,7.83994e-09
1.345,7.46212e-09,3.77973e-10,7.84009e-09
1.346,7.46554e-09,3.74689e-10,7.84023e-09
1.347,7.46896e-09,3.71419e-10,7.84038e-09
1.348,7.47236e-09,3.68162e-10,7.84052e-09
1.349,7.47574e-09,3.64919e-10,7.84066e-09
1.35,7.47911e-09,3.6169e-10,7.8408e-09
1.351,7.48247e-09,3.58474e-10,7.84095e-09
1.352,7.48581e-09,3.55272e-10,7.84109e-09
1.353,7.48914e-09,3.52084e-10,7.84123e-09
1.354,7.49246e-09,3.48909e-10,7.84137e-09
1.355,7.49576e-09,3.45748e-10,7.8415e-09
1.356,7.49904e-09,3.42601e-10,7.84164e-09
1.357,7.50231e-09,3.39467e-10,7.84178e-09
1.358,7.50557e-09,3.36347e-10,7.84192e-09
1.359,7.50881e-09,3.33241e-10,7.84206e-09
1.36,7.51204e-09,3.30148e-10,7.84219e-09
1.361,7.51526e-09,3.2707e-10,7.84233e-09
1.362,7.51846e-09,3.24005e-10,7.84246e-09
1.363,7.52164e-09,3.20954e-10,7.8426e-09
1.364,7.52481e-09,3.17916e-10,7.84273e-09
1.365,7.52797e-09,3.14893e-10,7.84286e-09
1.366,7.53111e-09,3.11883e-10,7.843e-09
1.367,7.53424e-09,3.08887e-10,7.84313e-09
1.368,7.53736e-09,3.05905e-10,7.84326e-09
1.369,7.54046e-09,3.02937e-10,7.84339e-09
1.37,7.54354e-09,2.99983e-10,7.84352e-09
1.371,7.54661e-09,2.97042e-10,7.84365e-09
1.372,7.54967e-09,2.94116e-10,7.84378e-09
1.373,7.55271e-09,2.91203e-10,7.84391e-09
1.374,7.55573e-09,2.88304e-10,7.84404e-09
1.375,7.55875e-09,2.85419e-10,7.84417e-09
1.376,7.56175e-09,2.82548e-10,7.84429e-09
1.377,7.56473e-09,2.79691e-10,7.84442e-09
1.378,7.5677e-09,2.76848e-10,7.84455e-09
1.379,7.57065e-09,2.74019e-10,7.84467e-09
1.38,7.57359e-09,2.71204e-10,7.8448e-09
1.381,7.57652e-09,2.68403e-10,7.84492e-09
1.382,7.57943e-09,2.65616e-10,7.84504e-09
1.383,7.58232e-09,2.62843e-10,7.84517e-09
1.384,7.5852e-09,2.60084e-10,7.84529e-09
1.385,7.58807e-09,2.57339e-10,7.84541e-09
1.386,7.59092e-09,2.54609e-10,7.84553e-09
1.387,7.59376e-09,2.51892e-10,7.84565e-09
1.388,7.59658e-09,2.49189e-10,7.84577e-09
1.389,7.59939e-09,2.465e-10,7.84589e-09
1.39,7.60219e-09,2.43826e-10,7.84601e-09
1.391,7.60496e-09,2.41165e-10,7.84613e-09
1.392,7.60773e-09,2.38519e-10,7.84625e-09
1.393,7.61048e-09,2.35886e-10,7.84636e-09
1.394,7.61321e-09,2.33268e-10,7.84648e-09
1.395,7.61593e-09,2.30664e-10,7.8466e-09
1.396,7.61864e-09,2.28075e-10,7.84671e-09
1.397,7.62133e-09,2.25499e-10,7.84683e-09
1.398,7.624e-09,2.22937e-10,7.84694e-09
1.399,7.62667e-09,2.2039e-10,7.84706e-09
1.4,7.62931e-09,2.17857e-10,7.84717e-09
1.401,7.63194e-09,2.15338e-10,7.84728e-09
1.402,7.63456e-09,2.12834e-10,7.84739e-09
1.403,7.63716e-09,2.10343e-10,7.8475e-09
1.404,7.63975e-09,2.07867e-10,7.84761e-09
1.405,7.64232e-09,2.05405e-10,7.84772e-09
1.406,7.64488e-09,2.02957e-10,7.84783e-09
1.407,7.64742e-09,2.00524e-10,7.84794e-09
1.408,7.64995e-09,1.98105e-10,7.84805e-09
1.409,7.65246e-09,1.957e-10,7.84816e-09
1.41,7.65496e-09,1.93309e-10,7.84827e-09
1.411,7.65744e-09,1.90933e-10,7.84837e-09
1.412,7.65991e-09,1.88571e-10,7.84848e-09
1.413,7.66236e-09,1.86223e-10,7.84858e-09
1.414,7.6648e-09,1.8389e-10,7.84869e-09
1.415,7.66722e-09,1.81571e-10,7.84879e-09
1.416,7.66963e-09,1.79267e-10,7.8489e-09
1.417,7.67202e-09,1.76976e-10,7.849e-09
1.418,7.6744e-09,1.747e-10,7.8491e-09
1.419,7.67677e-09,1.72439e-10,7.8492e-09
1.42,7.67911e-09,1.70192e-10,7.84931e-09
1.421,7.68145e-09,1.67959e-10,7.84941e-09
1.422,7.68377e-09,1.65741e-10,7.84951e-09
1.423,7.68607e-09,1.63537e-10,7.84961e-09
1.424,7.68836e-09,1.61348e-10,7.8497e-09
1.425,7.69063e-09,1.59173e-10,7.8498e-09
1.426,7.69289e-09,1.57012e-10,7.8499e-09
1.427,7.69513e-09,1.54866e-10,7.85e-09
1.428,7.69736e-09,1.52734e-10,7.85009e-09
1.429,7.69957e-09,1.50617e-10,7.85019e-09
1.43,7.70177e-09,1.48514e-10,7.85028e-09
1.431,7.70395e-09,1.46426e-10,7.85038e-09
1.432,7.70612e-09,1.44352e-10,7.85047e-09
1.433,7.70827e-09,1.42293e-10,7.85057e-09
1.434,7.71041e-09,1.40248e-10,7.85066e-09
1.435,7.71253e-09,1.38218e-10,7.85075e-09
1.436,7.71464e-09,1.36202e-10,7.85084e-09
1.437,7.71673e-09,1.34201e-10,7.85093e-09
1.438,7.71881e-09,1.32215e-10,7.85102e-09
1.439,7.72087e-09,1.30243e-10,7.85111e-09
1.44,7.72292e-09,1.28285e-10,7.8512e-09
1.441,7.72495e-09,1.26342e-10,7.85129e-09
1.442,7.72697e-09,1.24414e-10,7.85138e-09
1.443,7.72897e-09,1.225e-10,7.85147e-09
1.444,7.73095e-09,1.20601e-10,7.85155e-09
1.445,7.73292e-09,1.18716e-10,7.85164e-09
1.446,7.73488e-09,1.16846e-10,7.85173e-09
1.447,7.73682e-09,1.14991e-10,7.85181e-09
1.448,7.73875e-09,1.1315e-10,7.8519e-09
1.449,7.74066e-09,1.11324e-10,7.85198e-09
1.45,7.74255e-09,1.09513e-10,7.85206e-09
1.451,7.74443e-09,1.07716e-10,7.85214e-09
1.452,7.74629e-09,1.05934e-10,7.85223e-09
1.453,7.74814e-09,1.04166e-10,7.85231e-09
1.454,7.74998e-09,1.02413e-10,7.85239e-09
1.455,7.75179e-09,1.00675e-10,7.85247e-09
1.456,7.7536e-09,9.89514e-11,7.85255e-09
1.457,7.75538e-09,9.72426e-11,7.85263e-09
1.458,7.75716e-09,9.55484e-11,7.85271e-09
1.459,7.75891e-09,9.38689e-11,7.85278e-09
1.46,7.76066e-09,9.22042e-11,7.85286e-09
1.461,7.76238e-09,9.05541e-11,7.85294e-09
1.462,7.76409e-09,8.89188e-11,7.85301e-09
1.463,7.76579e-09,8.72982e-11,7.85309e-09
1.464,7.76747e-09,8.56923e-11,7.85316e-09
1.465,7.76914e-09,8.41012e-11,7.85324e-09
1.466,7.77079e-09,8.25248e-11,7.85331e-09
1.467,7.77242e-09,8.09632e-11,7.85338e-09
1.468,7.77404e-09,7.94163e-11,7.85345e-09
1.469,7.77564e-09,7.78842e-11,7.85353e-09
1.47,7.77723e-09,7.63668e-11,7.8536e-09
1.471,7.7788e-09,7.48642e-11,7.85367e-09
1.472,7.78036e-09,7.33764e-11,7.85374e-09
1.473,7.7819e-09,7.19034e-11,7.85381e-09
1.474,7.78343e-09,7.04452e-11,7.85387e-09
1.475,7.78494e-09,6.90018e-11,7.85394e-09
1.476,7.78644e-09,6.75732e-11,7.85401e-09
1.477,7.78792e-09,6.61593e-11,7.85408e-09
1.478,7.78938e-09,6.47604e-11,7.85414e-09
1.479,7.79083e-09,6.33762e-11,7.85421e-09
1.48,7.79227e-09,6.20068e-11,7.85427e-09
1.481,7.79368e-09,6.06523e-11,7.85434e-09
1.482,7.79509e-09,5.93127e-11,7.8544e-09
1.483,7.79648e-09,5.79878e-11,7.85446e-09
1.484,7.79785e-09,5.66778e-11,7.85453e-09
1.485,7.7992e-09,5.53827e-11,7.85459e-09
1.486,7.80055e-09,5.41024e-11,7.85465e-09
1.487,7.80187e-09,5.2837e-11,7.85471e-09
1.488,7.80318e-09,5.15865e-11,7.85477e-09
1.489,7.80448e-09,5.03508e-11,7.85483e-09
1.49,7.80576e-09,4.913e-11,7.85489e-09
1.491,7.80702e-09,4.79241e-11,7.85494e-09
1.492,7.80827e-09,4.67331e-11,7.855e-09
1.493,7.8095e-09,4.5557e-11,7.85506e-09
1.494,7.81072e-09,4.43958e-11,7.85511e-09
1.495,7.81192e-09,4.32495e-11,7.85517e-09
1.496,7.81311e-09,4.21181e-11,7.85523e-09
